original_title,budget,revenue,genres,release_year,release_month,runtime,vote_average,vote_count,popularity,top_cast,director,roi
On Deadly Ground,50000000,49000000,"Action, Thriller",1994,2,102.0,4.5,104,9.114168,"Steven Seagal, Michael Caine, Joan Chen",Steven Seagal,-0.02
The Adventures of Sharkboy and Lavagirl,50000000,69425966,"Adventure, Family, Science Fiction",2005,6,92.0,4.4,269,12.311010000000001,"Taylor Lautner, Taylor Dooley, Cayden Boyd",Robert Rodriguez,0.38851932
The Beach,40000000,144056873,"Drama, Adventure, Romance, Thriller",2000,2,119.0,6.3,1233,41.362082,"Leonardo DiCaprio, Guillaume Canet, Tilda Swinton",Danny Boyle,2.601421825
Raising Helen,50000000,49718611,"Drama, Comedy, Romance",2004,5,119.0,5.9,189,13.298205,"Kate Hudson, John Corbett, Joan Cusack",Garry Marshall,-0.00562778
Ninja Assassin,40000000,60462347,"Action, Crime, Thriller",2009,9,99.0,6.2,371,19.085403,"Rain, Naomie Harris, Sung Kang",James McTeigue,0.511558675
Striptease,50000000,113309743,"Drama, Thriller, Crime",1996,6,115.0,4.4,205,11.106005999999999,"Demi Moore, Burt Reynolds, Armand Assante",Andrew Bergman,1.26619486
Marmaduke,50000000,83761844,"Family, Comedy",2010,6,87.0,5.0,149,12.256219999999999,"Owen Wilson, Emma Stone, George Lopez",Tom Dey,0.67523688
Hereafter,50000000,105197635,"Drama, Fantasy",2010,10,129.0,5.8,510,13.365715,"Matt Damon, Bryce Dallas Howard, George McLaren",Clint Eastwood,1.1039527
Murder by Numbers,50000000,56714147,"Crime, Drama, Thriller",2002,4,120.0,6.0,268,16.167092999999998,"Sandra Bullock, Ben Chaplin, Ryan Gosling",Barbet Schroeder,0.13428294
Assassins,50000000,30303072,"Action, Adventure, Crime, Thriller",1995,10,132.0,6.0,387,23.073933,"Sylvester Stallone, Antonio Banderas, Julianne Moore",Richard Donner,-0.39393856
Hannibal Rising,50000000,82169884,"Crime, Drama, Thriller",2007,2,121.0,6.0,654,6.5670649999999995,"Gaspard Ulliel, Aaran Thomas, Gong Li",Peter Webber,0.64339768
The Story of Us,50000000,58900031,"Comedy, Drama, Romance",1999,10,95.0,5.9,75,6.22577,"Bruce Willis, Michelle Pfeiffer, Rob Reiner",Rob Reiner,0.17800062
The Host,44000000,63327201,"Action, Adventure, Romance, Science Fiction, Thriller",2013,3,125.0,6.0,1817,42.933027,"Saoirse Ronan, Diane Kruger, Jake Abel",Andrew Niccol,0.4392545681818182
Basic,50000000,42792561,"Action, Drama, Mystery, Thriller, Crime",2003,4,98.0,6.2,286,19.226763000000002,"John Travolta, Connie Nielsen, Samuel L. Jackson",John McTiernan,-0.14414878
Blood Work,50000000,26199517,"Crime, Drama, Mystery, Thriller",2002,8,110.0,6.1,206,10.089065,"Clint Eastwood, Jeff Daniels, Anjelica Huston",Clint Eastwood,-0.47600966
The International,50000000,60161391,"Drama, Thriller, Crime",2009,2,118.0,6.0,368,13.391832999999998,"Clive Owen, Naomi Watts, Armin Mueller-Stahl",Tom Tykwer,0.20322782
Escape from L.A.,50000000,42277365,"Action, Adventure, Science Fiction, Thriller",1996,8,97.0,5.6,373,21.637234,"Kurt Russell, Stacy Keach, Steve Buscemi",John Carpenter,-0.1544527
The Iron Giant,70000000,23159305,"Adventure, Animation, Family, Fantasy, Science Fiction",1999,8,86.0,7.6,1436,61.245957,"Eli Marienthal, Jennifer Aniston, Vin Diesel",Brad Bird,-0.6691527857142857
The Life Aquatic with Steve Zissou,50000000,34808403,"Adventure, Comedy, Drama",2004,12,119.0,7.1,775,25.237969,"Bill Murray, Anjelica Huston, Cate Blanchett",Wes Anderson,-0.30383194
Free State of Jones,50000000,25035950,"War, Action, Drama, History, Thriller",2016,6,139.0,6.6,428,21.589392999999998,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali",Gary Ross,-0.499281
The Life of David Gale,50000000,38955598,"Drama, Thriller, Crime",2003,2,130.0,7.3,480,22.442241,"Kevin Spacey, Kate Winslet, Laura Linney",Alan Parker,-0.22088804
Run All Night,50000000,71561644,"Action, Crime, Drama, Mystery, Thriller",2015,3,114.0,6.3,1148,74.64653,"Liam Neeson, Ed Harris, Joel Kinnaman",Jaume Collet-Serra,0.43123288
Eastern Promises,51500000,55112356,"Thriller, Crime, Mystery",2007,9,100.0,7.2,848,35.481169,"Naomi Watts, Viggo Mortensen, Vincent Cassel",David Cronenberg,0.0701428349514563
Into the Blue,50000000,44434439,"Action, Thriller, Adventure, Crime",2005,9,110.0,5.8,458,14.723467000000001,"Paul Walker, Jessica Alba, Scott Caan",John Stockwell,-0.11131122
Joan of Arc,60000000,66976317,"Adventure, Drama, Action, History, War",1999,10,148.0,6.2,367,21.084542000000003,"Milla Jovovich, Dustin Hoffman, Faye Dunaway",Luc Besson,0.11627195
Your Highness,49900000,26121638,Comedy,2011,4,102.0,5.2,501,21.408222,"Danny McBride, James Franco, Natalie Portman",David Gordon Green,-0.4765202805611222
Dream House,50000000,38502340,"Drama, Thriller, Mystery",2011,9,84.0,5.8,391,19.267479,"Daniel Craig, Naomi Watts, Rachel Weisz",Jim Sheridan,-0.2299532
Mad City,50000000,10541523,"Action, Drama, Thriller",1997,11,114.0,5.9,81,3.314004,"John Travolta, Dustin Hoffman, Mia Kirshner",Costa-Gavras,-0.78916954
Baby's Day Out,50000000,16671505,"Action, Adventure, Comedy, Family",1994,7,99.0,5.8,274,21.312185999999997,"Joe Mantegna, Lara Flynn Boyle, Joe Pantoliano",Patrick Read Johnson,-0.6665699
The Scarlet Letter,50000000,10382407,"Drama, History, Romance",1995,10,135.0,5.5,108,7.44268,"Demi Moore, Gary Oldman, Robert Duvall",Roland Joffé,-0.79235186
Fair Game,22000000,24188922,"Drama, Thriller",2010,5,108.0,6.5,235,12.549489999999999,"Naomi Watts, Sean Penn, Ty Burrell",Doug Liman,0.09949645454545454
Domino,50000000,22944502,"Action, Crime",2005,9,127.0,6.0,444,18.394571,"Keira Knightley, Mickey Rourke, Edgar Ramírez",Tony Scott,-0.54110996
Jade,50000000,9851610,"Action, Thriller, Mystery, Romance",1995,10,95.0,5.2,44,8.189406,"David Caruso, Linda Fiorentino, Chazz Palminteri",William Friedkin,-0.8029678
Gamer,50000000,40828540,"Action, Thriller, Science Fiction",2009,9,95.0,5.6,760,27.631262,"Gerard Butler, Michael C. Hall, Logan Lerman",Brian Taylor,-0.1834292
Beautiful Creatures,60000000,60052138,"Fantasy, Drama, Romance",2013,2,124.0,5.6,984,40.721373,"Alden Ehrenreich, Alice Englert, Jeremy Irons",Richard LaGravenese,0.0008689666666666666
Zoolander 2,50000000,55969000,Comedy,2016,2,100.0,4.7,797,37.253774,"Ben Stiller, Owen Wilson, Will Ferrell",Ben Stiller,0.11938
The Big Bounce,50000000,6808550,"Comedy, Crime",2004,1,88.0,5.0,76,6.397387999999999,"Owen Wilson, Morgan Freeman, Gary Sinise",George Armitage,-0.863829
Drive Angry,50000000,28931401,"Fantasy, Thriller, Action, Crime",2011,2,105.0,5.3,600,30.387148,"Nicolas Cage, Amber Heard, William Fichtner",Patrick Lussier,-0.42137198
Street Fighter: The Legend of Chun-Li,50000000,12764201,"Action, Adventure, Science Fiction, Thriller",2009,2,97.0,3.9,112,8.139676,"Kristin Kreuk, Chris Klein, Neal McDonough",Andrzej Bartkowiak,-0.74471598
The One,49000000,72700000,"Action, Science Fiction, Thriller",2001,11,87.0,5.7,437,21.746245000000002,"Jet Li, Jason Statham, Carla Gugino",James Wong,0.48367346938775513
The Adventures of Ford Fairlane,49000000,20423389,"Action, Comedy, Thriller, Crime, Mystery",1990,7,104.0,6.2,71,2.8084279999999997,"Andrew Dice Clay, Wayne Newton, Priscilla Presley",Renny Harlin,-0.5831961428571428
The Boat That Rocked,50000000,36348784,"Drama, Comedy",2009,4,116.0,7.2,666,31.02233,"Tom Sturridge, Philip Seymour Hoffman, Rhys Ifans",Richard Curtis,-0.27302432
Traffic,48000000,207515725,"Thriller, Drama, Crime",2000,12,147.0,6.9,562,25.170217,"Michael Douglas, Benicio del Toro, Jacob Vargas",Steven Soderbergh,3.3232442708333334
Indiana Jones and the Last Crusade,48000000,474171806,"Adventure, Action",1989,5,127.0,7.6,3152,80.972475,"Harrison Ford, Sean Connery, Denholm Elliott",Steven Spielberg,8.878579291666666
Chappie,49000000,104399548,"Crime, Action, Science Fiction",2015,3,120.0,6.6,3062,116.700319,"Sharlto Copley, Dev Patel, Ninja",Neill Blomkamp,1.1306030204081632
The Bone Collector,73000000,151493655,"Drama, Mystery, Thriller, Crime",1999,11,118.0,6.5,826,33.884459,"Denzel Washington, Angelina Jolie, Queen Latifah",Phillip Noyce,1.0752555479452055
Panic Room,48000000,196397415,"Crime, Drama, Thriller",2002,3,111.0,6.5,1267,53.043124,"Jodie Foster, Kristen Stewart, Forest Whitaker",David Fincher,3.0916128125
Three Kings,75000000,108000000,"Action, Adventure, Comedy",1999,9,114.0,6.6,692,34.973086,"George Clooney, Mark Wahlberg, Ice Cube",David O. Russell,0.44
Child 44,50000000,3324330,"Crime, Thriller",2015,3,137.0,6.1,547,40.371097999999996,"Tom Hardy, Gary Oldman, Noomi Rapace",Daniel Espinosa,-0.9335134
Rat Race,48000000,85498534,"Adventure, Comedy",2001,7,112.0,6.0,518,18.60049,"Cuba Gooding Jr., Seth Green, Whoopi Goldberg",Jerry Zucker,0.7812194583333333
K-PAX,48000000,50315140,"Drama, Science Fiction",2001,10,120.0,7.1,695,30.920075,"Jeff Bridges, Kevin Spacey, Mary McCormack",Iain Softley,0.048232083333333335
Bedazzled,48000000,90383208,"Fantasy, Comedy, Romance",2000,10,93.0,5.6,512,19.348007,"Elizabeth Hurley, Brendan Fraser, Frances O'Connor",Harold Ramis,0.8829835
The Cotton Club,58000000,25928721,"Music, Drama, Crime, Romance",1984,12,127.0,6.6,68,8.59075,"Richard Gere, Gregory Hines, Diane Lane",Francis Ford Coppola,-0.5529530862068965
3:10 to Yuma,55000000,70016220,Western,2007,9,122.0,6.9,1188,48.801089000000005,"Russell Crowe, Christian Bale, Logan Lerman",James Mangold,0.27302218181818183
Taken 3,48000000,325771424,"Thriller, Action",2014,12,109.0,6.1,2200,88.84477700000001,"Liam Neeson, Forest Whitaker, Maggie Grace",Olivier Megaton,5.786904666666667
Out of Sight,48000000,77745568,"Romance, Comedy, Crime",1998,6,123.0,6.5,333,16.000178,"George Clooney, Jennifer Lopez, Ving Rhames",Steven Soderbergh,0.6196993333333334
The Cable Guy,47000000,102825796,"Comedy, Drama, Thriller",1996,6,96.0,5.7,594,19.525659,"Jim Carrey, Matthew Broderick, Leslie Mann",Ben Stiller,1.1877828936170214
Dick Tracy,47000000,103738726,"Adventure, Action, Comedy, Thriller, Crime",1990,6,103.0,5.9,251,7.859226,"Warren Beatty, Al Pacino, Madonna",Warren Beatty,1.2072069361702127
The Thomas Crown Affair,48000000,124305181,"Drama, Crime, Romance",1999,8,113.0,6.6,339,18.102572,"Pierce Brosnan, Rene Russo, Denis Leary",John McTiernan,1.5896912708333333
Riding in Cars with Boys,48000000,35743308,"Comedy, Drama, Romance",2001,10,132.0,6.5,103,7.226114999999999,"Drew Barrymore, Steve Zahn, Adam Garcia",Penny Marshall,-0.25534775
First Blood,15000000,125212904,"Action, Adventure, Thriller, War",1982,10,93.0,7.2,1488,63.071045999999996,"Sylvester Stallone, Richard Crenna, Brian Dennehy",Ted Kotcheff,7.3475269333333335
Happily N'Ever After,47000000,38085778,"Animation, Comedy, Family, Fantasy, Science Fiction",2006,9,75.0,4.6,104,10.410933,"George Carlin, Andy Dick, Sarah Michelle Gellar",Yvette Kaplan,-0.18966429787234043
Mary Reilly,47000000,12379402,"Drama, Horror, Thriller, Romance",1996,2,104.0,5.7,74,6.0672120000000005,"Julia Roberts, John Malkovich, George Cole",Stephen Frears,-0.7366084680851064
My Best Friend's Wedding,38000000,299288605,"Comedy, Romance",1997,6,105.0,6.3,584,15.401855,"Julia Roberts, Dermot Mulroney, Cameron Diaz",P.J. Hogan,6.876015921052631
Insomnia,46000000,113714830,"Crime, Mystery, Thriller",2002,5,118.0,6.8,1148,41.322708,"Al Pacino, Robin Williams, Hilary Swank",Christopher Nolan,1.4720615217391304
Star Trek: First Contact,46000000,150000000,"Science Fiction, Action, Adventure, Thriller",1996,11,111.0,7.0,661,25.6713,"Patrick Stewart, Jonathan Frakes, Brent Spiner",Jonathan Frakes,2.260869565217391
Jonah Hex,47000000,10539000,"Action, Western, Drama, Fantasy, Thriller",2010,6,80.0,4.4,420,22.581313,"Josh Brolin, John Malkovich, Megan Fox",Jimmy Hayward,-0.7757659574468085
Courage Under Fire,46000000,100860818,"Drama, Thriller, Mystery, War",1996,7,117.0,6.2,232,12.971122,"Denzel Washington, Meg Ryan, Lou Diamond Phillips",Edward Zwick,1.1926264782608695
Liar Liar,45000000,181000000,Comedy,1997,3,86.0,6.4,1424,26.721386,"Jim Carrey, Maura Tierney, Cary Elwes",Tom Shadyac,3.022222222222222
The Infiltrator,25000000,15436808,"Crime, Drama, Thriller",2016,7,127.0,6.6,573,24.672234,"Bryan Cranston, Diane Kruger, John Leguizamo",Brad Furman,-0.38252768
Inchon,46000000,5200000,"Drama, History, War",1981,5,140.0,6.5,2,0.146783,"Laurence Olivier, Jacqueline Bisset, Ben Gazzara",Terence Young,-0.8869565217391304
The Flintstones,46000000,341631208,"Fantasy, Comedy, Family",1994,5,91.0,5.0,543,28.964161999999998,"John Goodman, Elizabeth Perkins, Rick Moranis",Brian Levant,6.426765391304348
Taken 2,45000000,376141306,"Action, Crime, Thriller",2012,9,91.0,6.1,2757,49.353524,"Liam Neeson, Maggie Grace, Famke Janssen",Olivier Megaton,7.358695688888889
Scary Movie 3,48000000,220673217,Comedy,2003,10,84.0,5.8,912,36.585509,"Pamela Anderson, Jenny McCarthy, Marny Eng",David Zucker,3.5973586875
Miss Congeniality,45000000,212000000,"Comedy, Crime, Action",2000,12,111.0,6.1,961,32.624355,"Sandra Bullock, Benjamin Bratt, Michael Caine",Donald Petrie,3.7111111111111112
Journey to the Center of the Earth,45000000,101702060,"Action, Science Fiction, Adventure, Comedy, Family",2008,7,93.0,5.8,1309,53.090422,"Brendan Fraser, Josh Hutcherson, Anita Briem",Eric Brevig,1.2600457777777778
The Princess Diaries 2: Royal Engagement,40000000,95149435,"Comedy, Drama, Family, Romance",2004,8,113.0,6.0,697,30.002907,"Anne Hathaway, Julie Andrews, Héctor Elizondo",Garry Marshall,1.378735875
The Pelican Brief,45000000,195268056,"Drama, Mystery, Thriller, Crime",1993,12,141.0,6.3,371,17.923254,"Julia Roberts, Denzel Washington, Sam Shepard",Alan J. Pakula,3.3392901333333334
The Client,45000000,117615211,"Drama, Thriller, Crime, Mystery",1994,7,119.0,6.4,278,17.746719,"Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker",Joel Schumacher,1.6136713555555555
The Bucket List,45000000,175372502,"Drama, Comedy",2007,12,97.0,7.0,1111,31.305335999999997,"Jack Nicholson, Morgan Freeman, Sean Hayes",Rob Reiner,2.8971667111111112
Patriot Games,45000000,178051587,"Drama, Action, Thriller, Crime",1992,6,117.0,6.3,433,19.637704,"Harrison Ford, Anne Archer, Patrick Bergin",Phillip Noyce,2.9567019333333335
Monster-in-Law,43000000,154749918,"Romance, Comedy",2005,5,101.0,5.6,406,10.411996,"Jennifer Lopez, Jane Fonda, Michael Vartan",Robert Luketic,2.5988353023255812
Prisoners,46000000,122126687,"Drama, Thriller, Crime",2013,9,153.0,7.9,3085,88.496873,"Hugh Jackman, Jake Gyllenhaal, Paul Dano",Denis Villeneuve,1.6549279782608695
Training Day,45000000,104876233,"Action, Crime, Drama, Thriller",2001,10,122.0,7.3,1634,52.081131,"Denzel Washington, Ethan Hawke, Scott Glenn",Antoine Fuqua,1.3305829555555555
Galaxy Quest,45000000,90683916,"Comedy, Family, Science Fiction",1999,12,102.0,6.9,710,30.816340999999998,"Tim Allen, Sigourney Weaver, Alan Rickman",Dean Parisot,1.0151981333333333
Scary Movie 2,45000000,141220678,Comedy,2001,7,83.0,5.4,982,35.376971000000005,"Anna Faris, Marlon Wayans, James DeBello",Keenen Ivory Wayans,2.138237288888889
The Muppets,45000000,165184237,"Comedy, Family, Music",2011,11,103.0,6.5,501,17.047276,"Amy Adams, Jason Segel, Emily Blunt",James Bobin,2.6707608222222223
Blade,45000000,131183530,"Horror, Action",1998,8,120.0,6.5,1905,43.815492,"Wesley Snipes, Stephen Dorff, Kris Kristofferson",Stephen Norrington,1.9151895555555556
Coach Carter,30000000,76669806,Drama,2005,1,136.0,7.3,496,23.234651,"Samuel L. Jackson, Rob Brown, Robert Ri'chard",Thomas Carter,1.5556602
Changing Lanes,45000000,94935764,"Action, Adventure, Crime, Thriller",2002,4,89.0,5.9,299,17.270539000000003,"Ben Affleck, Samuel L. Jackson, Kim Staunton",Roger Michell,1.1096836444444445
Anaconda,45000000,136885767,"Adventure, Horror, Thriller",1997,4,89.0,4.7,610,27.684779,"Jennifer Lopez, Ice Cube, Jon Voight",Luis Llosa,2.041905933333333
Coyote Ugly,45000000,113916474,Comedy,2000,7,100.0,5.8,575,26.79781,"Piper Perabo, Adam Garcia, John Goodman",David McNally,1.5314772
Love Actually,40000000,244931766,"Comedy, Romance, Drama",2003,9,135.0,7.0,1869,37.073127,"Keira Knightley, Heike Makatsch, Emma Thompson",Richard Curtis,5.12329415
A Bug's Life,120000000,363258859,"Adventure, Animation, Comedy, Family",1998,11,95.0,6.8,2303,87.350802,"Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere",Andrew Stanton,2.0271571583333334
From Hell,35000000,74558115,"Horror, Mystery, Thriller",2001,10,122.0,6.6,741,26.134678,"Johnny Depp, Heather Graham, Ian Holm",Albert Hughes,1.1302318571428571
The Specialist,45000000,170362582,"Action, Thriller",1994,10,110.0,5.5,313,16.582709,"Sylvester Stallone, Sharon Stone, James Woods",Luis Llosa,2.7858351555555556
Tin Cup,45000000,53854588,"Comedy, Drama, Romance",1996,8,135.0,5.9,150,10.731574,"Kevin Costner, Don Johnson, Cheech Marin",Ron Shelton,0.19676862222222222
Kicking & Screaming,45000000,56070433,"Romance, Comedy, Family",2005,5,95.0,5.6,176,8.99269,"Will Ferrell, Robert Duvall, Kate Walsh",Jesse Dylan,0.24600962222222222
The Hitchhiker's Guide to the Galaxy,50000000,104478416,"Adventure, Comedy, Family, Science Fiction",2005,1,109.0,6.6,1315,51.742065000000004,"Martin Freeman, Zooey Deschanel, Sam Rockwell",Garth Jennings,1.08956832
Resident Evil: Extinction,45000000,148412065,"Horror, Action, Science Fiction",2007,9,94.0,6.1,1292,12.065380000000001,"Milla Jovovich, Oded Fehr, Ali Larter",Russell Mulcahy,2.298045888888889
Blended,40000000,123494610,Comedy,2014,5,117.0,6.6,1006,44.120328,"Drew Barrymore, Adam Sandler, Wendi McLendon-Covey",Frank Coraci,2.08736525
Last Holiday,45000000,38399961,"Adventure, Comedy, Drama",2006,1,112.0,6.4,119,6.156015,"Queen Latifah, LL Cool J, Timothy Hutton",Wayne Wang,-0.14666753333333332
Savages,45000000,82966152,"Crime, Drama, Thriller",2012,7,131.0,6.2,766,31.856589000000003,"Blake Lively, Taylor Kitsch, Aaron Taylor-Johnson",Oliver Stone,0.8436922666666666
Cellular,25000000,56422687,"Action, Adventure, Crime, Thriller",2004,9,94.0,6.1,537,24.459948,"Chris Evans, Kim Basinger, Jason Statham",David R. Ellis,1.25690748
Johnny English,40000000,160583018,"Adventure, Action, Comedy",2003,4,88.0,6.0,852,28.029015,"Rowan Atkinson, John Malkovich, Natalie Imbruglia",Peter Howitt,3.01457545
The Ant Bully,50000000,55181129,"Fantasy, Adventure, Animation, Comedy, Family",2006,7,88.0,5.5,366,20.239061,"Julia Roberts, Meryl Streep, Nicolas Cage",John A. Davis,0.10362258
Dune,40000000,30925690,"Action, Science Fiction, Adventure",1984,12,137.0,6.5,562,25.876582,"Kyle MacLachlan, Francesca Annis, Leonardo Cimino",David Lynch,-0.22685775
Revolutionary Road,35000000,75225693,"Drama, Romance",2008,12,119.0,6.7,796,20.360549,"Leonardo DiCaprio, Kate Winslet, Michael Shannon",Sam Mendes,1.1493055142857143
16 Blocks,55000000,65664721,"Action, Adventure, Crime, Thriller",2006,3,105.0,6.2,661,32.31022,"Bruce Willis, Yasiin Bey, David Morse",Richard Donner,0.19390401818181818
Babylon A.D.,70000000,72108608,"Action, Adventure, Science Fiction, Thriller",2008,8,101.0,5.4,676,27.568194000000002,"Vin Diesel, Michelle Yeoh, Mélanie Thierry",Mathieu Kassovitz,0.03012297142857143
Aliens in the Attic,45000000,57881056,"Adventure, Comedy, Family, Fantasy, Science Fiction",2009,7,86.0,5.3,244,13.707182999999999,"Carter Jenkins, Austin Butler, Kevin Nealon",John Schultz,0.2862456888888889
The Pledge,35000000,29400000,"Crime, Drama, Mystery, Thriller",2001,1,123.0,6.5,215,12.495436,"Jack Nicholson, Aaron Eckhart, Helen Mirren",Sean Penn,-0.16
The Producers,45000000,38058335,"Comedy, Music",2005,12,134.0,6.1,151,6.803965,"Matthew Broderick, Uma Thurman, Will Ferrell",Susan Stroman,-0.15425922222222221
The Phantom,45000000,17300889,"Adventure, Action",1996,6,100.0,4.7,136,9.025236,"Billy Zane, Kristy Swanson, Treat Williams",Simon Wincer,-0.6155358
Nixon,44000000,13681765,"History, Drama",1995,12,192.0,7.1,71,3.770161,"Anthony Hopkins, Joan Allen, Powers Boothe",Oliver Stone,-0.6890507954545455
The Ghost Writer,45000000,60222298,"Thriller, Mystery",2010,2,128.0,6.7,670,21.118195999999998,"Ewan McGregor, Pierce Brosnan, Jon Bernthal",Roman Polanski,0.3382732888888889
Deep Rising,45000000,11203026,"Adventure, Action, Horror, Science Fiction",1998,1,106.0,6.0,154,6.513856,"Treat Williams, Famke Janssen, Anthony Heald",Stephen Sommers,-0.7510438666666667
